taxonID,vernacularName,countryCode,language
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10087/","Hova-Ralle","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10088/","Spiegelralle","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10089/","Lemuren-Ralle","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10090/","Binsenralle","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10091/","Zwerg-Binsenralle","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10092/","Graurücken-Trompetervogel","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10093/","Weißflügel-Trompetervogel","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10094/","Grünflügel-Trompetervogel","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10095/","Jungfernkranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10096/","Südafrikanischer Kronenkranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10097/","Kronenkranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10098/","Schneekranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10099/","Kanada-Kranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10100/","Sarus-Kranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10101/","Brolga-Kranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10102/","Weißnackenkranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10103/","Kranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10104/","Mönchskranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10105/","Schreikranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10106/","Schwarzhalskranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10107/","Mandschuren-Kranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10108/","Rallenkranich","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10109/","Lerchen-Laufhühnchen","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10110/","Laufhühnchen","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10111/","Rotnacken-Laufhühnchen","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10112/","Bindenlaufhühnchen","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10113/","Schwarzkehl-Laufhühnchen","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10114/","Schwarzbrust-Laufhühnchen","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10115/","Robinson-Laufhühnchen","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10116/","Luzon-Laufhühnchen","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10117/","Sumba-Laufhühnchen","de","de"
"http://services.snsb.info/DTNtaxonlists/rest/v0.1/names/DiversityTaxonNames_TaxaVaria/10118/","Rotbrust-Laufhühnchen","de","de"
