,Category,Word,FirstLetter,Word.1,Freq
5572,Beruf,Paketbote,P,,15.0
5573,Beruf,Paketzusteller,P,,21.0
5574,Beruf,Paläobotaniker,P,,1.0
5575,Beruf,Paläontologe,P,,7.0
5576,Beruf,Paläontologin,P,,1.0
5577,Beruf,Panegyriker,P,,1.0
5578,Beruf,Pantomime,P,,33.0
5579,Beruf,Pantomimin,P,,2.0
5580,Beruf,Papierhersteller,P,,9.0
5581,Beruf,Papiermacher,P,,4.0
5582,Beruf,Papiertechnologe,P,,2.0
5583,Beruf,Papierverarbeiter,P,,1.0
5584,Beruf,Parasitologin,P,,2.0
5585,Beruf,Parfumeur,P,,2.0
5586,Beruf,Parkettabzieher,P,,1.0
5587,Beruf,Parkettleger,P,,5.0
5588,Beruf,Parkettlegermeister,P,,1.0
5589,Beruf,Parkettschleifer,P,,1.0
5590,Beruf,Parkranger,P,,4.0
5591,Beruf,Parkrangerin,P,,1.0
5592,Beruf,Parkwächter,P,,7.0
5593,Beruf,Parodist,P,,2.0
5594,Beruf,Partei,P,,6787.0
5595,Beruf,Parteisekretär,P,,29.0
5596,Beruf,Parteisprecher,P,,10.0
5597,Beruf,Parteisprecherin,P,,4.0
5598,Beruf,Partnervermittlerin,P,,1.0
5599,Beruf,Pastor,P,,385.0
5600,Beruf,Pastoralreferent,P,,14.0
5601,Beruf,Pastoralreferentin,P,,17.0
5602,Beruf,Pastorin,P,,62.0
5603,Beruf,Patentanwalt,P,,16.0
5604,Beruf,Patentanwaltsfachangestellte,P,,2.0
5605,Beruf,Patentingenieur,P,,1.0
5606,Beruf,Patentprüfer,P,,1.0
5607,Beruf,Pater,P,,257.0
5608,Beruf,Patholinguistin,P,,1.0
5609,Beruf,Pathologe,P,,9.0
5610,Beruf,Pathologin,P,,6.0
5611,Beruf,Patientenmanager,P,,3.0
5612,Beruf,Patissier,P,,2.0
5613,Beruf,Patissière,P,,1.0
5614,Beruf,Pauser,P,,9.0
5615,Beruf,Pedell,P,,2.0
5616,Beruf,Pelzhandlung,P,,1.0
5617,Beruf,Pelzhändler,P,,8.0
5618,Beruf,Pelztierjäger,P,,1.0
5619,Beruf,Pelzveredler,P,,1.0
5620,Beruf,Pensionswirtin,P,,2.0
5621,Beruf,Peripatetiker,P,,1.0
5622,Beruf,Perkussionist,P,,10.0
5623,Beruf,Perkussionistin,P,,4.0
5624,Beruf,Perlenfischer,P,,3.0
5625,Beruf,Personal Trainer,P,,54.0
5626,Beruf,Personalabteilungsleiter,P,,1.0
5627,Beruf,Personalberater,P,,19.0
5628,Beruf,Personalberaterin,P,,7.0
5629,Beruf,Personalchef,P,,34.0
5630,Beruf,Personalchefin,P,,8.0
5631,Beruf,Personaldienstleister,P,,45.0
5632,Beruf,Personaldienstleistungskauffrau,P,,1.0
5633,Beruf,Personaldienstleistungskaufmann,P,,1.0
5634,Beruf,Personaldienstleistungskaufmann/-frau,P,,1.0
5635,Beruf,Personaldirektor,P,,1.0
5636,Beruf,Personaldisponent,P,,1.0
5637,Beruf,Personalentwickler,P,,11.0
5638,Beruf,Personalentwicklerin,P,,2.0
5639,Beruf,Personalentwicklung,P,,254.0
5640,Beruf,Personalentwicklungsmaßnahme,P,,2.0
5641,Beruf,Personaler,P,,104.0
5642,Beruf,Personalfachkaufmann,P,,4.0
5643,Beruf,Personalfachwirtin,P,,1.0
5644,Beruf,Personalfreisetzung,P,,1.0
5645,Beruf,Personalführung,P,,73.0
5646,Beruf,Personalgespräch,P,,2.0
5647,Beruf,Personalleiter,P,,18.0
5648,Beruf,Personalleiterin,P,,12.0
5649,Beruf,Personalmanagement,P,,130.0
5650,Beruf,Personalmanager,P,,12.0
5651,Beruf,Personalmanager/in,P,,1.0
5652,Beruf,Personalmanagerin,P,,7.0
5653,Beruf,Personalmarketing,P,,28.0
5654,Beruf,Personalplanung,P,,44.0
5655,Beruf,Personalpolitik,P,,118.0
5656,Beruf,Personalrat,P,,147.0
5657,Beruf,Personalratsvorsitzende,P,,4.0
5658,Beruf,Personalratsvorsitzender,P,,2.0
5659,Beruf,Personalreduzierung,P,,3.0
5660,Beruf,Personalreferent,P,,5.0
5661,Beruf,Personalreferent/in,P,,1.0
5662,Beruf,Personalreferentin,P,,11.0
5663,Beruf,Personalsachbearbeiter,P,,2.0
5664,Beruf,Personalsachbearbeiterin,P,,3.0
5665,Beruf,Personalstand,P,,26.0
5666,Beruf,Personalstelle,P,,19.0
5667,Beruf,Personalstruktur,P,,17.0
5668,Beruf,Personalstärke,P,,24.0
5669,Beruf,Personaltrainer,P,,6.0
5670,Beruf,Personaltrainerin,P,,1.0
5671,Beruf,Personaltraining,P,,1.0
5672,Beruf,Personalumbau,P,,2.0
5673,Beruf,Personalunion,P,,85.0
5674,Beruf,Personalverantwortliche,P,,56.0
5675,Beruf,Personalverband,P,,1.0
5676,Beruf,Personalvermittler,P,,17.0
5677,Beruf,Personalvermittlerin,P,,1.0
5678,Beruf,Personalvermittlung,P,,29.0
5679,Beruf,Personalversammlung,P,,11.0
5680,Beruf,Personalvertretung,P,,30.0
5681,Beruf,Personalverwaltung,P,,50.0
5682,Beruf,Personalveränderung,P,,1.0
5683,Beruf,Personalvorschlag,P,,2.0
5684,Beruf,Personalvorstand,P,,19.0
5685,Beruf,Personalwechsel,P,,22.0
5686,Beruf,Personalwesen,P,,84.0
5687,Beruf,Personalwirtschaft,P,,22.0
5688,Beruf,Personalüberhang,P,,3.0
5689,Beruf,Personenschützer,P,,20.0
5690,Beruf,Perückenmacher,P,,1.0
5691,Beruf,Petzer,P,,1.0
5692,Beruf,Pfadfinder,P,,111.0
5693,Beruf,Pfadfinderin,P,,3.0
5694,Beruf,Pfandleiher,P,,6.0
5695,Beruf,Pfandleiherin,P,,2.0
5696,Beruf,Pfarrdiakon,P,,2.0
5697,Beruf,Pfarrer,P,,1933.0
5698,Beruf,Pfarrerin,P,,232.0
5699,Beruf,Pfarrvikar,P,,18.0
5700,Beruf,Pfeifer,P,,96.0
5701,Beruf,Pfeiferei,P,,1.0
5702,Beruf,Pferdeflüsterer,P,,5.0
5703,Beruf,Pferdehändler,P,,1.0
5704,Beruf,Pferdemetzger,P,,1.0
5705,Beruf,Pferdepfleger,P,,2.0
5706,Beruf,Pferdepflegerin,P,,1.0
5707,Beruf,Pferdewirt,P,,13.0
5708,Beruf,Pferdewirtin,P,,2.0
5709,Beruf,Pferdewirtschaftsmeister,P,,6.0
5710,Beruf,Pferdewirtschaftsmeisterin,P,,2.0
5711,Beruf,Pferdezüchter,P,,11.0
5712,Beruf,Pferdezüchterin,P,,2.0
5713,Beruf,Pflanzenarzt,P,,1.0
5714,Beruf,Pflanzenexperte,P,,1.0
5715,Beruf,Pflanzenfachberater/in,P,,1.0
5716,Beruf,Pflanzenkenner,P,,1.0
5717,Beruf,Pflanzenschutzberater,P,,1.0
5718,Beruf,Pflanzenzüchter,P,,2.0
5719,Beruf,Pflasterer,P,,2.0
5720,Beruf,Pflege,P,,4502.0
5721,Beruf,Pflegearbeit,P,,12.0
5722,Beruf,Pflegeassistent,P,,3.0
5723,Beruf,Pflegeassistent/in,P,,1.0
5724,Beruf,Pflegeassistentin,P,,4.0
5725,Beruf,Pflegebedürftige,P,,225.0
5726,Beruf,Pflegebegleiter,P,,2.0
5727,Beruf,Pflegeberater,P,,23.0
5728,Beruf,Pflegeberater/in,P,,1.0
5729,Beruf,Pflegeberaterin,P,,6.0
5730,Beruf,Pflegeberuf,P,,42.0
5731,Beruf,Pflegedienst,P,,211.0
5732,Beruf,Pflegedienstleister,P,,4.0
5733,Beruf,Pflegedienstleiter,P,,9.0
5734,Beruf,Pflegedienstleiterin,P,,18.0
5735,Beruf,Pflegedienstleitung,P,,23.0
5736,Beruf,Pflegedirektor,P,,21.0
5737,Beruf,Pflegedirektorin,P,,11.0
5738,Beruf,Pflegeexperte,P,,1.0
5739,Beruf,Pflegefachfrau,P,,43.0
5740,Beruf,Pflegefachkraft,P,,76.0
5741,Beruf,Pflegefachmann,P,,40.0
5742,Beruf,Pflegehelfer,P,,11.0
5743,Beruf,Pflegehelferin,P,,1.0
5744,Beruf,Pflegekraft,P,,125.0
5745,Beruf,Pflegemanagerin,P,,2.0
5746,Beruf,Pflegemutter,P,,12.0
5747,Beruf,Pflegepersonal,P,,217.0
5748,Beruf,Pflegepädagogin,P,,1.0
5749,Beruf,Pfleger,P,,204.0
5750,Beruf,Pflegerin,P,,47.0
5751,Beruf,Pflegeschwester,P,,1.0
5752,Beruf,Pflegewirtin,P,,1.0
5753,Beruf,Pflegewissenschaftler,P,,6.0
5754,Beruf,Pflegewissenschaftlerin,P,,3.0
5755,Beruf,Pflichtverteidiger,P,,16.0
5756,Beruf,Pflichtverteidigerin,P,,3.0
5757,Beruf,Pflüger,P,,31.0
5758,Beruf,Pfründner,P,,2.0
5759,Beruf,Pförtner,P,,27.0
5760,Beruf,Pförtnerin,P,,1.0
5761,Beruf,Pharmaberater,P,,1.0
5762,Beruf,Pharmakant,P,,3.0
5763,Beruf,Pharmakologe,P,,8.0
5764,Beruf,Pharmakologin,P,,1.0
5765,Beruf,Pharmareferent,P,,1.0
5766,Beruf,Pharmareferent/in,P,,1.0
5767,Beruf,Pharmareferentin,P,,1.0
5768,Beruf,Pharmazeut,P,,4.0
5769,Beruf,Pharmazeutin,P,,9.0
5770,Beruf,Pharmazeutisch-kaufmännische Angestellte,P,,8.0
5771,Beruf,Pharmazieingenieur,P,,1.0
5772,Beruf,Philatelist,P,,2.0
5773,Beruf,Philharmoniker,P,,116.0
5774,Beruf,Philologe,P,,14.0
5775,Beruf,Philologin,P,,2.0
5776,Beruf,Philosoph,P,,161.0
5777,Beruf,Philosophin,P,,32.0
5778,Beruf,Phonetikerin,P,,1.0
5779,Beruf,Physician Assistant,P,,19.0
5780,Beruf,Physiker,P,,267.0
5781,Beruf,Physikerin,P,,33.0
5782,Beruf,Physikingenieur,P,,1.0
5783,Beruf,Physikingenieurin,P,,1.0
5784,Beruf,Physiklaborant,P,,2.0
5785,Beruf,Physiklaborant/in,P,,1.0
5786,Beruf,Physiklaborantin,P,,1.0
5787,Beruf,Physiklehrer,P,,17.0
5788,Beruf,Physikprofessor,P,,4.0
5789,Beruf,Physiologe,P,,8.0
5790,Beruf,Physiologin,P,,1.0
5791,Beruf,Physiotherapeut,P,,107.0
5792,Beruf,Physiotherapeut/in,P,,18.0
5793,Beruf,Physiotherapeutin,P,,71.0
5794,Beruf,Physiotherapie,P,,449.0
5795,Beruf,Phytomediziner,P,,1.0
5796,Beruf,Pianist,P,,230.0
5797,Beruf,Pianistin,P,,148.0
5798,Beruf,Piercer,P,,6.0
5799,Beruf,Pikenier,P,,1.0
5800,Beruf,Pilot,P,,426.0
5801,Beruf,Pilot/in,P,,1.0
5802,Beruf,Pilotin,P,,35.0
5803,Beruf,Pilzsammler,P,,16.0
5804,Beruf,Pinselmacher,P,,2.0
5805,Beruf,Pionier,P,,237.0
5806,Beruf,Pionierabteilung,P,,4.0
5807,Beruf,Pionierarbeit,P,,92.0
5808,Beruf,Pitcher,P,,24.0
5809,Beruf,Pizzabote,P,,5.0
5810,Beruf,Pizzabäcker,P,,15.0
5811,Beruf,Pizzabäckerin,P,,1.0
5812,Beruf,Pizzeria,P,,79.0
5813,Beruf,Pkw-Fahrer,P,,42.0
5814,Beruf,Pkw-Fahrerin,P,,16.0
5815,Beruf,Pkw-Lenker,P,,53.0
5816,Beruf,Pkw-Lenkerin,P,,12.0
5817,Beruf,Plakatkleber,P,,1.0
5818,Beruf,Planer,P,,223.0
5819,Beruf,Planungstechniker,P,,1.0
5820,Beruf,Plastiker,P,,3.0
5821,Beruf,Plastikerin,P,,1.0
5822,Beruf,Plastischer Chirurg,P,,3.0
5823,Beruf,Plattenleger,P,,1.0
5824,Beruf,Platzanweiserin,P,,3.0
5825,Beruf,Platzkommission,P,,1.0
5826,Beruf,Platzmeister,P,,3.0
5827,Beruf,Platzwart,P,,12.0
5828,Beruf,Pneumologe,P,,7.0
5829,Beruf,Podcaster,P,,46.0
5830,Beruf,Podcasterin,P,,18.0
5831,Beruf,Podologe,P,,7.0
5832,Beruf,Podologie,P,,17.0
5833,Beruf,Podologin,P,,4.0
5834,Beruf,Polier,P,,15.0
5835,Beruf,Polierer,P,,3.0
5836,Beruf,Politikberater,P,,17.0
5837,Beruf,Politikberaterin,P,,4.0
5838,Beruf,Politiker,P,,2533.0
5839,Beruf,Politikerin,P,,200.0
5840,Beruf,Politikexperte,P,,2.0
5841,Beruf,Politikwissenschaftler,P,,136.0
5842,Beruf,Politikwissenschaftlerin,P,,54.0
5843,Beruf,Politischer Berater,P,,1.0
5844,Beruf,Politologe,P,,56.0
5845,Beruf,Politologin,P,,25.0
5846,Beruf,Polizeiamt,P,,4.0
5847,Beruf,Polizeiarbeit,P,,63.0
5848,Beruf,Polizeiarzt,P,,5.0
5849,Beruf,Polizeibeamte,P,,311.0
5850,Beruf,Polizeibehörde,P,,38.0
5851,Beruf,Polizeichef,P,,83.0
5852,Beruf,Polizeidienst,P,,56.0
5853,Beruf,Polizeidienststelle,P,,143.0
5854,Beruf,Polizeidirektion,P,,163.0
5855,Beruf,Polizeidirektor,P,,25.0
5856,Beruf,Polizeieinheit,P,,15.0
5857,Beruf,Polizeiführer,P,,13.0
5858,Beruf,Polizeiführung,P,,9.0
5859,Beruf,Polizeigeneral,P,,1.0
5860,Beruf,Polizeigewerkschaft,P,,39.0
5861,Beruf,Polizeihauptkommissar,P,,22.0
5862,Beruf,Polizeihauptmann,P,,2.0
5863,Beruf,Polizeihelfer,P,,1.0
5864,Beruf,Polizeiinspektion,P,,383.0
5865,Beruf,Polizeiinspektor,P,,15.0
5866,Beruf,Polizeikommandant,P,,5.0
5867,Beruf,Polizeikommissar,P,,10.0
5868,Beruf,Polizeikommissariat,P,,21.0
5869,Beruf,Polizeikommissarin,P,,6.0
5870,Beruf,Polizeikommissär,P,,2.0
5871,Beruf,Polizeikordon,P,,1.0
5872,Beruf,Polizeikorps,P,,10.0
5873,Beruf,Polizeikräfte,P,,90.0
5874,Beruf,Polizeimann,P,,1.0
5875,Beruf,Polizeimeister,P,,10.0
5876,Beruf,Polizeimeldung,P,,19.0
5877,Beruf,Polizeioberkommissar,P,,11.0
5878,Beruf,Polizeiobermeister,P,,4.0
5879,Beruf,Polizeioberrat,P,,5.0
5880,Beruf,Polizeioffizier,P,,2.0
5881,Beruf,Polizeipatrouille,P,,6.0
5882,Beruf,Polizeiprotokoll,P,,1.0
5883,Beruf,Polizeipräfekt,P,,3.0
5884,Beruf,Polizeipräsident,P,,75.0
5885,Beruf,Polizeipräsidium,P,,216.0
5886,Beruf,Polizeipsychologe,P,,1.0
5887,Beruf,Polizeipsychologin,P,,2.0
5888,Beruf,Polizeirat,P,,4.0
5889,Beruf,Polizeirazzia,P,,4.0
5890,Beruf,Polizeirecht,P,,11.0
5891,Beruf,Polizeireform,P,,7.0
5892,Beruf,Polizeireport,P,,3.0
5893,Beruf,Polizeirevier,P,,158.0
5894,Beruf,Polizeischule,P,,23.0
5895,Beruf,Polizeischutz,P,,36.0
5896,Beruf,Polizeispitzel,P,,3.0
5897,Beruf,Polizeisprecher,P,,364.0
5898,Beruf,Polizeisprecherin,P,,158.0
5899,Beruf,Polizeistaat,P,,14.0
5900,Beruf,Polizeistation,P,,105.0
5901,Beruf,Polizeistatistik,P,,8.0
5902,Beruf,Polizeistreife,P,,102.0
5903,Beruf,Polizeistunde,P,,3.0
5904,Beruf,Polizeiterror,P,,1.0
5905,Beruf,Polizeiticker,P,,11.0
5906,Beruf,Polizeitruppe,P,,13.0
5907,Beruf,Polizeiuniform,P,,5.0
5908,Beruf,Polizeiverfügung,P,,1.0
5909,Beruf,Polizeiverordnung,P,,14.0
5910,Beruf,Polizeiverwaltung,P,,9.0
5911,Beruf,Polizeivollzugsbeamter,P,,3.0
5912,Beruf,Polizeiwache,P,,101.0
5913,Beruf,Polizeiwaffe,P,,5.0
5914,Beruf,Polizeiwagen,P,,42.0
5915,Beruf,Polizeiwesen,P,,3.0
5916,Beruf,Polizeizentrale,P,,4.0
5917,Beruf,Polizist,P,,489.0
5918,Beruf,Polizistenmord,P,,4.0
5919,Beruf,Polizistenmörder,P,,3.0
5920,Beruf,Polizistin,P,,182.0
5921,Beruf,Polonistik,P,,1.0
5922,Beruf,Polster- und Dekorationsnäher,P,,3.0
5923,Beruf,Polsterer,P,,4.0
5924,Beruf,Polsterin,P,,1.0
5925,Beruf,Polterer,P,,2.0
5926,Beruf,Polymerchemiker/in,P,,1.0
5927,Beruf,Polytechnik,P,,3.0
5928,Beruf,Pontifex,P,,27.0
5929,Beruf,Pontifikalamt,P,,13.0
5930,Beruf,Porter,P,,85.0
5931,Beruf,Portfoliomanager,P,,8.0
5932,Beruf,Portfoliomanagerin,P,,1.0
5933,Beruf,Portier,P,,19.0
5934,Beruf,Portionierer,P,,3.0
5935,Beruf,Portraitist,P,,1.0
5936,Beruf,Portraitmaler,P,,4.0
5937,Beruf,Porträtist,P,,15.0
5938,Beruf,Porträtistin,P,,4.0
5939,Beruf,Porträtmaler,P,,28.0
5940,Beruf,Porträtmalerin,P,,1.0
5941,Beruf,Porzellandesigner,P,,1.0
5942,Beruf,Porzellanmaler,P,,5.0
5943,Beruf,Porzellanmalerin,P,,1.0
5944,Beruf,Posaunenlehrer,P,,1.0
5945,Beruf,Postangestellte,P,,1.0
5946,Beruf,Postbeamte,P,,4.0
5947,Beruf,Postbeamter,P,,1.0
5948,Beruf,Postbeamtin,P,,1.0
5949,Beruf,Postbote,P,,35.0
5950,Beruf,Postbotin,P,,7.0
5951,Beruf,Postdirektor,P,,1.0
5952,Beruf,Postdoc,P,,24.0
5953,Beruf,Postdoktorand,P,,8.0
5954,Beruf,Postillon,P,,8.0
5955,Beruf,Postkutscher,P,,2.0
5956,Beruf,Postler,P,,6.0
5957,Beruf,Postmann,P,,1.0
5958,Beruf,Postmeister,P,,14.0
5959,Beruf,Postminister,P,,5.0
5960,Beruf,Postulantin,P,,2.0
5961,Beruf,Postunternehmen,P,,2.0
5962,Beruf,Postzusteller,P,,4.0
5963,Beruf,Pragmatiker,P,,22.0
5964,Beruf,Praktikant,P,,128.0
5965,Beruf,Praktikantenstelle,P,,3.0
5966,Beruf,Praktikantin,P,,50.0
5967,Beruf,Praktiker,P,,126.0
5968,Beruf,Praktikumsplatz,P,,95.0
5969,Beruf,Praktikumsstelle,P,,42.0
5970,Beruf,Praxisanleiter,P,,30.0
5971,Beruf,Praxisanleiterin,P,,11.0
5972,Beruf,Praxisassistent,P,,1.0
5973,Beruf,Praxisassistentin,P,,2.0
5974,Beruf,Praxismanagerin,P,,2.0
5975,Beruf,Prediger,P,,219.0
5976,Beruf,Predigerin,P,,3.0
5977,Beruf,Premierminister,P,,722.0
5978,Beruf,Premierministerin,P,,91.0
5979,Beruf,Pressefotograf,P,,4.0
5980,Beruf,Pressefotografin,P,,1.0
5981,Beruf,Pressereferent,P,,12.0
5982,Beruf,Pressereferentin,P,,9.0
5983,Beruf,Pressesprecher,P,,218.0
5984,Beruf,Pressesprecherin,P,,116.0
5985,Beruf,Presseverleger,P,,8.0
5986,Beruf,Pressevertreter,P,,51.0
5987,Beruf,Pressewart,P,,6.0
5988,Beruf,Pressezeichner,P,,3.0
5989,Beruf,Priester,P,,729.0
5990,Beruf,Priesteramt,P,,24.0
5991,Beruf,Priesterchor,P,,2.0
5992,Beruf,Priesterehe,P,,1.0
5993,Beruf,Priestergewand,P,,2.0
5994,Beruf,Priesterin,P,,21.0
5995,Beruf,Priesterkaste,P,,2.0
5996,Beruf,Priesterkönig,P,,4.0
5997,Beruf,Priestermangel,P,,3.0
5998,Beruf,Priesterrock,P,,3.0
5999,Beruf,Priesterschaft,P,,15.0
6000,Beruf,Priesterseminar,P,,43.0
6001,Beruf,Priestertum,P,,27.0
6002,Beruf,Priesterweihe,P,,44.0
6003,Beruf,Printenbäcker,P,,1.0
6004,Beruf,Printer,P,,14.0
6005,Beruf,Prior,P,,64.0
6006,Beruf,Priorin,P,,17.0
6007,Beruf,Privatarzt,P,,2.0
6008,Beruf,Privatbankier,P,,1.0
6009,Beruf,Privatdetektiv,P,,50.0
6010,Beruf,Privatdetektivin,P,,10.0
6011,Beruf,Privatdozent,P,,105.0
6012,Beruf,Privatdozentin,P,,8.0
6013,Beruf,Privatermittler,P,,8.0
6014,Beruf,Privatermittlerin,P,,1.0
6015,Beruf,Privatmusikerzieherin,P,,1.0
6016,Beruf,Privatmusiklehrer,P,,1.0
6017,Beruf,Privatschuldirektor,P,,1.0
6018,Beruf,Privatunternehmer,P,,4.0
6019,Beruf,Pro,P,,2659.0
6020,Beruf,Probenehmer,P,,3.0
6021,Beruf,Problemlöser,P,,36.0
6022,Beruf,Producer,P,,54.0
6023,Beruf,Producerin,P,,4.0
6024,Beruf,Product Owner,P,,122.0
6025,Beruf,Produktdesigner,P,,18.0
6026,Beruf,Produktdesignerin,P,,8.0
6027,Beruf,Produktentwickler,P,,8.0
6028,Beruf,Produktentwicklerin,P,,1.0
6029,Beruf,Produktfotograf,P,,2.0
6030,Beruf,Produktgestalter,P,,4.0
6031,Beruf,Produktgestalterin,P,,1.0
6032,Beruf,Produktionsassistent,P,,5.0
6033,Beruf,Produktionsassistentin,P,,5.0
6034,Beruf,Produktionsdramaturg,P,,1.0
6035,Beruf,Produktionsdramaturgin,P,,1.0
6036,Beruf,Produktionshelfer,P,,4.0
6037,Beruf,Produktionshelferin,P,,1.0
6038,Beruf,Produktionsleiter,P,,37.0
6039,Beruf,Produktionsleiter/in,P,,1.0
6040,Beruf,Produktionsleiterin,P,,7.0
6041,Beruf,Produktionsmeister,P,,1.0
6042,Beruf,Produktionssekretär,P,,1.0
6043,Beruf,Produktmanager,P,,40.0
6044,Beruf,Produktmanagerin,P,,6.0
6045,Beruf,Produktprüfer,P,,1.0
6046,Beruf,Produktveredler,P,,1.0
6047,Beruf,Produzent,P,,584.0
6048,Beruf,Produzentin,P,,90.0
6049,Beruf,Profession,P,,73.0
6050,Beruf,Professional,P,,220.0
6051,Beruf,Professor,P,,3192.0
6052,Beruf,Professorin,P,,467.0
6053,Beruf,Profiler,P,,24.0
6054,Beruf,Profilerin,P,,3.0
6055,Beruf,Programmentwickler,P,,2.0
6056,Beruf,Programmgestalter,P,,3.0
6057,Beruf,Programmgestalterin,P,,1.0
6058,Beruf,Programmierer,P,,192.0
6059,Beruf,Programmiererin,P,,8.0
6060,Beruf,Programmkommission,P,,6.0
6061,Beruf,Programmleiter,P,,13.0
6062,Beruf,Programmmacher,P,,10.0
6063,Beruf,Programmmanager,P,,2.0
6064,Beruf,Programmmanagerin,P,,2.0
6065,Beruf,Projektassistent/in,P,,1.0
6066,Beruf,Projektassistentin,P,,2.0
6067,Beruf,Projektberater,P,,2.0
6068,Beruf,Projektberaterin,P,,1.0
6069,Beruf,Projektcontroller,P,,1.0
6070,Beruf,Projektingenieur,P,,5.0
6071,Beruf,Projektingenieurin,P,,1.0
6072,Beruf,Projektkoordinator,P,,37.0
6073,Beruf,Projektkoordinatorin,P,,22.0
6074,Beruf,Projektleiter,P,,351.0
6075,Beruf,Projektleiter/in,P,,4.0
6076,Beruf,Projektleiterin,P,,161.0
6077,Beruf,Projektmanager,P,,81.0
6078,Beruf,Promoter,P,,44.0
6079,Beruf,Promovend,P,,3.0
6080,Beruf,Propagandaminister,P,,4.0
6081,Beruf,Propagandist,P,,7.0
6082,Beruf,Prophylaxeassistentin,P,,1.0
6083,Beruf,Propst,P,,112.0
6084,Beruf,Prorektor,P,,65.0
6085,Beruf,Prorektorin,P,,25.0
6086,Beruf,Prosopagnostiker,P,,1.0
6087,Beruf,Prospektor,P,,2.0
6088,Beruf,Prostituierte,P,,130.0
6089,Beruf,Prostituierter,P,,9.0
6090,Beruf,Prothesenhersteller,P,,1.0
6091,Beruf,Provider,P,,481.0
6092,Beruf,Prozessbevollmächtigte,P,,9.0
6093,Beruf,Prozessingenieur,P,,1.0
6094,Beruf,Prozessmanager,P,,6.0
6095,Beruf,Präger,P,,5.0
6096,Beruf,Prähistoriker,P,,3.0
6097,Beruf,Präparator,P,,8.0
6098,Beruf,Präparatorin,P,,1.0
6099,Beruf,Präsenzdiener,P,,1.0
6100,Beruf,Präsident,P,,5956.0
6101,Beruf,Präsidentenberater,P,,8.0
6102,Beruf,Präsidentin,P,,877.0
6103,Beruf,Präventionsfachkraft,P,,3.0
6104,Beruf,Prüfarzt,P,,1.0
6105,Beruf,Prüfer,P,,369.0
6106,Beruf,Prüferin,P,,40.0
6107,Beruf,Prüfingenieur,P,,12.0
6108,Beruf,Prüfsachverständige,P,,4.0
6109,Beruf,Prüfsachverständiger,P,,1.0
6110,Beruf,Prüfstatiker,P,,1.0
6111,Beruf,Prüfungsamt,P,,201.0
6112,Beruf,Prüfungsassistent,P,,3.0
6113,Beruf,Prüfungsbeamte,P,,1.0
6114,Beruf,Psychiater,P,,140.0
6115,Beruf,Psychiaterin,P,,27.0
6116,Beruf,Psychoanalytiker,P,,24.0
6117,Beruf,Psychoanalytikerin,P,,12.0
6118,Beruf,Psycholinguistin,P,,1.0
6119,Beruf,Psychologe,P,,137.0
6120,Beruf,Psychologin,P,,203.0
6121,Beruf,Psychologischer Psychotherapeut,P,,2.0
6122,Beruf,Psychotherapeut,P,,89.0
6123,Beruf,Psychotherapeut/in,P,,1.0
6124,Beruf,Psychotherapeutin,P,,57.0
6125,Beruf,Publizist,P,,100.0
6126,Beruf,Puppenmacher,P,,2.0
6127,Beruf,Puppenspieler,P,,25.0
6128,Beruf,Puppenspielerin,P,,3.0
6129,Beruf,Purser,P,,5.0
6130,Beruf,Putschist,P,,1.0
6131,Beruf,Putzer,P,,3.0
6132,Beruf,Putzfrau,P,,45.0
6133,Beruf,Putzhilfe,P,,7.0
6134,Beruf,Putzmann,P,,1.0
6135,Beruf,Puzzler,P,,2.0
6136,Beruf,Pyrotechniker,P,,4.0
6137,Beruf,Pädagoge,P,,95.0
6138,Beruf,Pädagogin,P,,66.0
6139,Beruf,Pädagogische Fachkraft,P,,3.0
6140,Beruf,Pädiater,P,,18.0
6141,Beruf,Quacksalber,Q,,5.0
6142,Beruf,Quaker,Q,,5.0
6143,Beruf,Qualitätsbeauftragte,Q,,7.0
6144,Beruf,Qualitätsingenieur,Q,,3.0
6145,Beruf,Qualitätskontrolleur,Q,,1.0
6146,Beruf,Qualitätsmanager,Q,,14.0
6147,Beruf,Qualitätsmanager/in,Q,,1.0
6148,Beruf,Qualitätsmanagerin,Q,,2.0
6149,Beruf,Qualitätsprüfer,Q,,3.0
6150,Beruf,Quartiermeister,Q,,5.0
6151,Beruf,Quartiersmanagement,Q,,31.0
6152,Beruf,Quartierverein,Q,,4.0
6153,Beruf,Querdenkerin,Q,,1.0
6154,Beruf,Quereinsteiger,Q,,197.0
6155,Beruf,Quereinsteigerin,Q,,14.0
6156,Beruf,Quizmaster,Q,,12.0
6157,Beruf,Quäker,Q,,18.0
6158,Beruf,Quästor,Q,,4.0
6159,Beruf,REFA,R,,4.0
6160,Beruf,Rabbiner,R,,117.0
6161,Beruf,Rabbinerin,R,,9.0
6162,Beruf,Radiologe,R,,14.0
6163,Beruf,Radiologie,R,,104.0
6164,Beruf,Radiologieassistent/in,R,,2.0
6165,Beruf,Radiologieassistentin,R,,1.0
6166,Beruf,Radiologin,R,,1.0
6167,Beruf,Radiomacher,R,,20.0
6168,Beruf,Radiomoderator,R,,29.0
6169,Beruf,Radiomoderatorin,R,,12.0
6170,Beruf,Radioreporter,R,,7.0
6171,Beruf,Radiosprecher,R,,4.0
6172,Beruf,Radiosprecherin,R,,1.0
6173,Beruf,Radiotechniker,R,,3.0
